StudyInstanceUID,SeriesIndex,SeriesInstanceUID,NumberOfSlices,Rows,Columns,PixelSpacing,SliceThickness,SpacingBetweenSlices,ComputedMedianSliceSpacing,ImageOrientationPatient,AnatomicalPlane,SeriesDescription,SequenceName,ScanningSequence,SequenceVariant,Manufacturer,ManufacturerModelName,MagneticFieldStrength,EchoTime,RepetitionTime,FlipAngle,Is_PD,Is_T1,Is_T2,Is_Fat_Suppressed,Is_Sagittal,Is_Coronal,Is_Axial
1.2.826.0.1.3680043.8.498.64408609256163127278435484217683272910,3,1.2.826.0.1.3680043.8.498.36393041690910660528146908425612939726,30,528,528,"[0.3125, 0.3125]",3,3.5,3.4999999844451146,"[0.99353158473968, -0.1135332584381, 0.00228163623251, 0.00034710645559, -0.0170561727136, -0.9998544454574]",Coronal,PDW_SPAIR,,SE,SK,Philips Medical Systems,Ingenia,1.5,30,3875.63696289062,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.64408609256163127278435484217683272910,4,1.2.826.0.1.3680043.8.498.40051854759647629267374762012274626762,33,512,512,"[0.3125, 0.3125]",3,3.5,3.4999994212814443,"[0.11355565488338, 0.99338775873184, -0.0169064383953, 0.00034710645559, -0.0170561727136, -0.9998544454574]",Sagittal,T1W_TSE,,SE,SK,Philips Medical Systems,Ingenia,1.5,17,612.647705078125,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.64408609256163127278435484217683272910,5,1.2.826.0.1.3680043.8.498.84023125357692769372781062011831612118,33,480,480,"[0.33333334326744, 0.33333334326744]",3,3.9,3.8999977674805635,"[0.11355565488338, 0.99338775873184, -0.0169064383953, 0.00034710645559, -0.0170561727136, -0.9998544454574]",Sagittal,PDW_SPIR,,SE,SK,Philips Medical Systems,Ingenia,1.5,30,3000.00024414062,90,1,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.64408609256163127278435484217683272910,6,1.2.826.0.1.3680043.8.498.91711982512971905574842011692644557600,30,512,512,"[0.3125, 0.3125]",3,3.6,3.5999996912867402,"[0.99353158473968, -0.1135332584381, 0.00228163623251, 0.11355565488338, 0.99338775873184, -0.0169064383953]",Axial,PDW_SPAIR,,SE,SK,Philips Medical Systems,Ingenia,1.5,30,4063.47290039062,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.64703506772167798469048460791472465039,1,1.2.826.0.1.3680043.8.498.11346458840980855602023845654340426652,36,1024,1024,"[0.166, 0.166]",3.0,3.3,3.30000093331698,"[0.06841718, 0.9976235, 0.008150213, -0.012556637, 0.009029793, -0.9998804]",Sagittal,SAG PD,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,9.568,1662.0,160.0,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.64703506772167798469048460791472465039,2,1.2.826.0.1.3680043.8.498.51087602398228796162207544837869472387,38,512,512,"[0.3125, 0.3125]",3.5,4.0,4.000000743118596,"[0.9972168, -0.07385478, -0.010203904, 0.073881336, 0.9972645, 0.0022521317]",Axial,AX PD FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,31.68,1852.0,160.0,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.64703506772167798469048460791472465039,3,1.2.826.0.1.3680043.8.498.61714171918691444339892175338123390353,39,512,512,"[0.332, 0.332]",3.0,3.3,3.300003447458833,"[0.99325186, -0.115925185, 0.0034756379, 0.0068980944, 0.029135041, -0.99955165]",Coronal,COR PD FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Artist,1.5,40.2,1693.0,160.0,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.64703506772167798469048460791472465039,4,1.2.826.0.1.3680043.8.498.81574602288546285059782020305861974509,40,512,512,"[0.3516, 0.3516]",3.0,3.3,3.3000009034206457,"[0.06841711, 0.9976235, 0.008150016, -0.01255705, 0.0090296, -0.9998804]",Sagittal,SAG T2 FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Artist,1.5,63.144,3468.0,160.0,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,1,1.2.826.0.1.3680043.8.498.10112084932780945304334720849038611105,30,480,480,"[0.35416665673255, 0.35416665673255]",3,3.3,3.299997509127138,"[0.10554469376802, 0.99122357368469, 0.07960024476051, 0.10022819042205, 0.06903588026762, -0.9925665259361]",Sagittal,LT.SAG PDW_TSE_SPAIR,,SE,SK,Philips,Ingenia Ambition X,1.5,20,3527.98193359375,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,2,1.2.826.0.1.3680043.8.498.12032322953692219076472026507143127816,35,560,560,"[0.3035714328289, 0.3035714328289]",3,3.5,3.4999994733243005,"[0.99571812152862, 0.00836596544831, 0.09206217527389, 0.09109268337488, 0.08070790767669, -0.9925665259361]",Coronal,LT.COR_T2W_TSE,,SE,SK,Philips,Ingenia Ambition X,1.5,60,3000.00048828125,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,3,1.2.826.0.1.3680043.8.498.21843429508246691434979351478111058980,35,512,512,"[0.33203125, 0.33203125]",3,3.5,3.4999994733243085,"[0.99571812152862, 0.00836596544831, 0.09206217527389, 0.09109268337488, 0.08070790767669, -0.9925665259361]",Coronal,LT.COR_T1W_TSE,,SE,SK,Philips,Ingenia Ambition X,1.5,7.45,698.081420898437,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,4,1.2.826.0.1.3680043.8.498.49386996151147572908458775202466876717,35,512,512,"[0.33203125, 0.33203125]",3,3.5,3.4999994733243085,"[0.99571812152862, 0.00836596544831, 0.09206217527389, 0.09109268337488, 0.08070790767669, -0.9925665259361]",Coronal,LT.COR PDW_TSE_SPAIR,,SE,SK,Philips,Ingenia Ambition X,1.5,30,4091.21997070312,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,5,1.2.826.0.1.3680043.8.498.51563509636661462327570594061418684481,30,640,640,"[0.265625, 0.265625]",3,3.3,3.299997509127138,"[0.10554469376802, 0.99122357368469, 0.07960024476051, 0.10022819042205, 0.06903588026762, -0.9925665259361]",Sagittal,LT.SAG_T1W_TSE,,SE,SK,Philips,Ingenia Ambition X,1.5,6.985,545.56201171875,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,6,1.2.826.0.1.3680043.8.498.56213382323594894691466276669580439777,40,720,720,"[0.22510793805122, 0.22510793805122]",3,3.3,3.2999998185996766,"[0.98708987236022, 0.13106536865234, 0.09206217527389, -0.1384984999895, 0.98715853691101, 0.07960024476051]",Axial,LT.AX_T1W_TSE,,SE,SK,Philips,Ingenia Ambition X,1.5,7.915,696.635803222656,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,7,1.2.826.0.1.3680043.8.498.71557939123642455232655031941705135396,40,528,528,"[0.30696535110473, 0.30696535110473]",3,3.3,3.2999998185996446,"[0.98708987236022, 0.13106536865234, 0.09206217527389, -0.1384984999895, 0.98715853691101, 0.07960024476051]",Axial,LT.AX T2W_SPAIR,,SE,SK,Philips,Ingenia Ambition X,1.5,60,3525.35668945312,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,8,1.2.826.0.1.3680043.8.498.92147481871714610682850878585264526684,20,400,400,"[0.375, 0.375]",2,2.2,2.1999983567383197,"[0.99968981742858, -0.0174349602311, 0.01778456196188, 0.00540302740409, -0.5452587604522, -0.8382503986358]",Coronal,LT.OBL_ACLT2W_FS,,SE,SK,Philips,Ingenia Ambition X,1.5,70,2778.77294921875,90,0,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.65708905118633339771181857781063784327,9,1.2.826.0.1.3680043.8.498.97696974527730079320598103981406049807,30,560,560,"[0.3035714328289, 0.3035714328289]",3,3.3,3.2999975091277065,"[0.10554469376802, 0.99122357368469, 0.07960024476051, 0.10022819042205, 0.06903588026762, -0.9925665259361]",Sagittal,LT.SAG_T2W_TSE,,SE,SK,Philips,Ingenia Ambition X,1.5,60,3000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.67188121544063723837669983597453941774,1,1.2.826.0.1.3680043.8.498.10345232795159127591934880165802825806,26,512,512,"[0.3711, 0.3711]",4,4.5,4.499927590539642,"[0.9466428780772, -0.3068558381917, -0.0985228702045, -0.0975309685187, 0.0186049614249, -0.9950585739494]",Coronal,R Cor T1 FSE,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,10.824,484,160,0,1,0,1,0,1,0
1.2.826.0.1.3680043.8.498.67188121544063723837669983597453941774,2,1.2.826.0.1.3680043.8.498.11649991991434619892200264178265226078,26,256,256,"[0.7813, 0.7813]",4,4.5,4.4999909428429135,"[-0.0218280393066, 0.9993843031163, 0.0274690987247, -0.1091973080721, 0.0249279777556, -0.9937074739755]",Sagittal,R- Sag PD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,34.98,2571,160,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.67188121544063723837669983597453941774,3,1.2.826.0.1.3680043.8.498.45473142305062485127856603480622246355,26,512,512,"[0.3906, 0.3906]",4,4.5,4.499983264111904,"[-0.0218280202423, 0.9993843035324, 0.0274690987361, -0.109197289226, 0.0249279778075, -0.9937074760452]",Sagittal,R SAG T1 FSE,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,8.748,402,160,0,1,0,1,1,0,0
1.2.826.0.1.3680043.8.498.67188121544063723837669983597453941774,4,1.2.826.0.1.3680043.8.498.59804260281664430062718879115288801162,26,512,512,"[0.3711, 0.3711]",4,4.5,4.499927590539642,"[0.9466428722451, -0.3068558563786, -0.0985228695975, -0.0975309685187, 0.0186049614249, -0.9950585739494]",Coronal,R- CORPD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,32.16,1823,160,1,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.67188121544063723837669983597453941774,5,1.2.826.0.1.3680043.8.498.91288640121632138425669406741773825040,30,512,512,"[0.332, 0.332]",4,4.5,4.499992354453415,"[0.9552270326142, -0.2802642953308, -0.0948326996658, 0.2819043263901, 0.9594338143548, 0.0040873750995]",Axial,R- Ax PD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,41.148,3778,160,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.69392348385274125385290015404144639002,1,1.2.826.0.1.3680043.8.498.11123390324500982887746672322677258218,18,512,512,"[0.302734375, 0.302734375]",4,5.188,5.188344480972381,"[0.99445647001266, -0.0564700588583, 0.08869857341051, 0.09333706647157, 0.0856295377016, -0.9919454455375]",Coronal,COR DP SPAIR,,SE,SK,Philips Healthcare,Ingenia,3,20,1608.18664550781,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.69392348385274125385290015404144639002,2,1.2.826.0.1.3680043.8.498.16539998982255496119019092775291142745,12,432,432,"[0.1875, 0.1875]",2.5,3.809,3.809057514837276,"[0.99429380893707, -0.0576893687248, 0.08973184227943, 0.04844435304403, 0.99360430240631, 0.10199819505214]",Axial,AXI T2 SPIR SENSE,,SE,SK,Philips Healthcare,Ingenia,3,45,1999.99975585937,90,0,0,1,1,0,0,0
1.2.826.0.1.3680043.8.498.69392348385274125385290015404144639002,3,1.2.826.0.1.3680043.8.498.25777248294420762596105146956596348317,22,640,640,"[0.28376215696334, 0.28376215696334]",3.5,4.5,4.500000000934278,"[0.14581878483295, 0.98929774761199, 0.00518689770251, -0.0152694405987, 0.00749291013926, -0.9998553395271]",Sagittal,SAG DP SPIR,,SE,SK,Philips Healthcare,Ingenia,3,20,1613.310546875,90,0,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.69392348385274125385290015404144639002,4,1.2.826.0.1.3680043.8.498.29181677329774151528489913812825347708,18,512,512,"[0.302734375, 0.302734375]",4,5.188,5.188344480972381,"[0.99445647001266, -0.0564700588583, 0.08869857341051, 0.09333706647157, 0.0856295377016, -0.9919454455375]",Coronal,T1W_aTSE CORONAL,,SE,SK,Philips Healthcare,Ingenia,3,20,500.000396728515,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.69392348385274125385290015404144639002,5,1.2.826.0.1.3680043.8.498.31915355409765508591693593249464421115,22,352,352,"[0.46875, 0.46875]",3.5,5.445,5.445376716686775,"[0.99356096982955, -0.0631461516022, 0.0940698608756, 0.04831756278872, 0.98715013265609, 0.1523154079914]",Axial,STIR_aTSE_TR_16 SENSE,,IR,SK,Philips Healthcare,Ingenia,3,30,2992.63696289062,90,0,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.69392348385274125385290015404144639002,6,1.2.826.0.1.3680043.8.498.79225807496183598139611165476901586908,22,1024,1024,"[0.17735135555267, 0.17735135555267]",3.5,4.5,4.50000000093425,"[0.14581878483295, 0.98929774761199, 0.00518689770251, -0.0152694405987, 0.00749291013926, -0.9998553395271]",Sagittal,SAG DP,,SE,SK,Philips Healthcare,Ingenia,3,20,1576.8203125,90,0,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.72853333220043794904856138561095171921,1,1.2.826.0.1.3680043.8.498.12116336645372311899794252097467067713,39,256,256,"[0.5859, 0.5859]",3,3.5,3.500005287330593,"[0.98263, -0.12865, 0.13377, 0.14626, 0.09303, -0.98486]",Coronal,Cor T2 FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Voyager,1.5,62.12,5860,160.0,0,0,1,1,0,1,0
1.2.826.0.1.3680043.8.498.72853333220043794904856138561095171921,2,1.2.826.0.1.3680043.8.498.41786504123190759621834893248893641957,25,512,512,"[0.293, 0.293]",4,4.5,4.500006295792581,"[0.10094, 0.9918, 0.07834, 0.14973, 0.0627, -0.98674]",Sagittal,Sag PD FSE,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Voyager,1.5,15.352,2602,160.0,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.72853333220043794904856138561095171921,3,1.2.826.0.1.3680043.8.498.45433966192867460741417444204369175868,44,256,256,"[0.5859, 0.5859]",3,3.5,3.500016155830483,"[0.99181, -0.03193, 0.12367, 0.02399, 0.99759, 0.06517]",Axial,Ax T2 FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Voyager,1.5,65.96,3183,160.0,0,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.72853333220043794904856138561095171921,4,1.2.826.0.1.3680043.8.498.57215472262185507167106208233273188371,39,512,512,"[0.293, 0.293]",3,3.5,3.500004110348386,"[0.98263, -0.12865, 0.13377, 0.14626, 0.09303, -0.98486]",Coronal,Cor T1 FSE,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Voyager,1.5,14.496,716,160.0,0,1,0,1,0,1,0
1.2.826.0.1.3680043.8.498.72853333220043794904856138561095171921,5,1.2.826.0.1.3680043.8.498.61693835729507935918922065312401699768,25,256,256,"[0.5859, 0.5859]",4,4.5,4.500000961208542,"[0.10094, 0.9918, 0.07834, 0.14973, 0.0627, -0.98674]",Sagittal,Sag T2 FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Voyager,1.5,64.88,2000,160.0,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.73527530686853911124431549317032662220,1,1.2.826.0.1.3680043.8.498.10348071327293290966523579991979381444,19,512,512,"[0.3711, 0.3711]",4,,4.400030278150041,"[0.20815, 0.978067, -0.00767296, -0.0179258, -0.0040288, -0.999831]",Sagittal,Sag T1,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.73527530686853911124431549317032662220,2,1.2.826.0.1.3680043.8.498.12239267188323122300736742237473727431,19,512,512,"[0.3711, 0.3711]",4,,4.400022010803134,"[0.20815, 0.978067, -0.0076732, -0.0179272, -0.00402872, -0.999831]",Sagittal,Sag PD FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.73527530686853911124431549317032662220,3,1.2.826.0.1.3680043.8.498.79612764684049334924103011695398148524,19,512,512,"[0.3711, 0.3711]",4,,4.400022007496972,"[0.20815, 0.978067, -0.00767344, -0.017927, -0.00402896, -0.999831]",Sagittal,Sag T2 FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.73527530686853911124431549317032662220,4,1.2.826.0.1.3680043.8.498.81237355703783096653309859815913971934,22,512,512,"[0.3711, 0.3711]",4,,4.39996814994613,"[0.983469, -0.181035, -0.00383686, -0.00655626, -0.0144256, -0.999874]",Coronal,Cor T2 FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,0,1,1,0,1,0
1.2.826.0.1.3680043.8.498.73527530686853911124431549317032662220,5,1.2.826.0.1.3680043.8.498.83867942217836552185114474898876718504,32,512,512,"[0.332, 0.332]",4,,5.000014978014249,"[0.990088, -0.140022, -0.0109523, 0.140006, 0.990148, -0.00225753]",Axial,Ax T2 FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.73926443729786165628848843707532839995,1,1.2.826.0.1.3680043.8.498.13310307807795355391194629563231191821,32,960,960,"[0.1562, 0.1562]",3,3.3,3.299999227637418,"[0.994694, 0.097764, 0.0320357, -0.0935008, 0.988967, -0.114896]",Axial,pd_tse_tra_d,*tseR2d1_6,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Avanto fit,1.5,46,3000,180,1,0,0,0,0,0,1
1.2.826.0.1.3680043.8.498.73926443729786165628848843707532839995,2,1.2.826.0.1.3680043.8.498.71524304356901363639540601922181758654,32,640,640,"[0.2344, 0.2344]",3,3.6,3.600009105100497,"[0.991742, 0.104855, 0.073852, 0.0595851, 0.133216, -0.989294]",Coronal,pd_tse_fs_cor_d,*tseR2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Avanto fit,1.5,42,3400,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.73926443729786165628848843707532839995,3,1.2.826.0.1.3680043.8.498.78991165425199309794359588807608652481,30,896,896,"[0.1674, 0.1674]",3,3.3,3.3000141683194286,"[-0.140294, 0.99011, 3.01859e-08, 0.0623363, 0.00883281, -0.998016]",Sagittal,pd_tse_sag_d,*tseR2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Avanto fit,1.5,8.8,3000,180,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.73926443729786165628848843707532839995,4,1.2.826.0.1.3680043.8.498.81815414586619174880173613331964214850,38,640,640,"[0.2344, 0.2344]",3,3.6,3.600009105100497,"[0.991742, 0.104855, 0.073852, 0.0595851, 0.133216, -0.989294]",Coronal,pd_tse_fs_cor_d,*tseR2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Avanto fit,1.5,42,3900,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.73926443729786165628848843707532839995,5,1.2.826.0.1.3680043.8.498.87895862586271485169231472393293964108,144,640,1280,"[0.25, 0.25]",0.6,,0.6000106290859257,"[0.994687, 0.0978357, 0.0320274, -0.0935728, 0.98896, -0.114898]",Axial,t2_de3d_we_tra_Patella_fit_T,*de3d1,GR,SK,Siemens Healthineers,MAGNETOM Avanto fit,1.5,6.79,17.29,25,0,0,1,0,0,0,1
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,1,1.2.826.0.1.3680043.8.498.11625457303004368642031400585358126215,29,400,400,"[0.40000000596046, 0.40000000596046]",3,3.3,3.299998574422389,"[0.18988595262304, 0.98180324897091, -0.0023885783642, -0.0125780205397, 0.0, -0.9999208935707]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,2811.65698242187,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,2,1.2.826.0.1.3680043.8.498.43903640528718159973086353576559343273,36,640,640,"[0.25, 0.25]",3,3.3,3.3000000309607596,"[0.98145367544441, -0.1890089864049, -0.0320044686698, 0.19025661713461, 0.98084069997064, 0.04188007781257]",Axial,PDW_TSE_SPAIR_Tra,,SE,SK,Philips Medical Systems,Ingenia,3,30,3661.53295898437,90,1,0,0,0,0,0,1
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,3,1.2.826.0.1.3680043.8.498.76996779194590916804683814458520544827,11,400,400,"[0.40000000596046, 0.40000000596046]",2,2.25,2.250001515982575,"[0.18988596788212, 0.98180324601869, -0.0023885787896, 0.11827486472205, -0.0252899763733, -0.9926587900532]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,2500.00024414062,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,4,1.2.826.0.1.3680043.8.498.93551484318140274266459267320072605992,30,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.3000006733110574,"[0.98172558202164, -0.189900975011, -0.0123491414315, -0.0125780205397, 0.0, -0.9999208935707]",Coronal,T1W_TSE_Cor,,SE,SK,Philips Medical Systems,Ingenia,3,10,664.940979003906,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,5,1.2.826.0.1.3680043.8.498.98272753977677818069076712502597328523,29,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.299998574422382,"[0.18988595262304, 0.98180324897091, -0.0023885783642, -0.0125780205397, 0.0, -0.9999208935707]",Sagittal,PDW_TSE_SPAIR_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,3399.78588867187,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.75187434248356774277526985329346125190,6,1.2.826.0.1.3680043.8.498.98676746789639205361719427943243688577,30,640,640,"[0.25, 0.25]",3,3.3,3.300000673311054,"[0.98172558202164, -0.189900975011, -0.0123491414315, -0.0125780205397, 0.0, -0.9999208935707]",Coronal,PDW_TSE_SPAIR_Cor,,SE,SK,Philips Medical Systems,Ingenia,3,30,2590.88696289062,90,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,1,1.2.826.0.1.3680043.8.498.11789987658206151165631502413155474798,28,512,512,"[0.3516, 0.3516]",3.5,4.5,4.5000297490832395,"[0.99817, 0.0530412, -0.0290536, -0.0508742, 0.996181, 0.0709553]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,11.288,540,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,2,1.2.826.0.1.3680043.8.498.17934418573972759272534919931188739592,28,512,512,"[0.3516, 0.3516]",3.5,4.5,4.5000297490832395,"[0.99817, 0.0530412, -0.0290536, -0.0508742, 0.996181, 0.0709553]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,87.768,4700,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,3,1.2.826.0.1.3680043.8.498.25371003339062235719535685903629725583,24,512,512,"[0.3516, 0.3516]",3,4,4.00003345959999,"[-0.142524, 0.989791, 0.0, -0.0, -0.0, -1.0]",Sagittal,,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,86.688,4100,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,4,1.2.826.0.1.3680043.8.498.32323247418092317262462994831418091573,24,512,512,"[0.3516, 0.3516]",3,4,4.000047469051516,"[0.988945, 0.148044, -0.00842304, -0.0314038, 0.153509, -0.987648]",Coronal,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.692,2340,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,5,1.2.826.0.1.3680043.8.498.49091966385194517265009889541603216700,24,512,512,"[0.3516, 0.3516]",3,4,4.00003345959999,"[-0.142524, 0.989791, 0.0, -0.0, -0.0, -1.0]",Sagittal,,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.188,2320,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,6,1.2.826.0.1.3680043.8.498.78258700914724339615095082290322844598,24,512,512,"[0.3516, 0.3516]",3,4,4.000047469051516,"[0.988945, 0.148044, -0.00842304, -0.0314038, 0.153509, -0.987648]",Coronal,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,11.448,540,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.77362718298550276679350855963451855003,7,1.2.826.0.1.3680043.8.498.99177866403443575396896317080757605662,28,512,512,"[0.3516, 0.3516]",3.5,4.5,4.5000297490832395,"[0.99817, 0.0530412, -0.0290536, -0.0508742, 0.996181, 0.0709553]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.132,2720,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.78512215519177850923279235346968676828,1,1.2.826.0.1.3680043.8.498.11144137085787180057739852391084947631,36,320,300,"[0.5125, 0.5125]",3,3.3,3.299980546127598,"[0.99949, -0.0317527, -0.0033991, 0.0319341, 0.993812, 0.106387]",Axial,pd_tse_fs_tra_320,*tseR2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,36,4340,180,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.78512215519177850923279235346968676828,2,1.2.826.0.1.3680043.8.498.51594414677993339088394514174201163950,33,384,384,"[0.416667, 0.416667]",3,3.3,3.300000062354954,"[1.04347e-06, 0.999159, 0.0410038, -8.40644e-09, 0.0410038, -0.999159]",Sagittal,t1_tse_sag_384,*tse2d1_2,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,12,570,180,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.78512215519177850923279235346968676828,3,1.2.826.0.1.3680043.8.498.80203157978513103505273606054484953471,32,384,384,"[0.416667, 0.416667]",3,3.3,3.300002780677211,"[0.996723, -0.00976111, 0.0803041, 0.0808951, 0.120254, -0.989442]",Coronal,pd_tse_COR_384,*tse2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,44,2770,180,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.78512215519177850923279235346968676828,4,1.2.826.0.1.3680043.8.498.84591830035101573535572853408950903979,32,348,384,"[0.416667, 0.416667]",3,3.3,3.3000028067285356,"[0.996723, -0.00976109, 0.0803041, 0.0808952, 0.120254, -0.989442]",Coronal,pd_tse_fs_cor_384,*tseR2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,25,3400,180,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.78512215519177850923279235346968676828,5,1.2.826.0.1.3680043.8.498.92631810116127614014780193051312108215,33,384,384,"[0.416667, 0.416667]",3,3.3,3.299998913662307,"[9.9946e-07, 0.999156, 0.0410726, 2.05339e-08, 0.0410726, -0.999156]",Sagittal,pd_tse_fs_sag_384,*tse2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,44,3410,180,1,0,0,1,1,0,0
